data_hora,autoriza_coleta,faixa_etaria,genero,escolaridade,area_conhecimento,regiao_df,trajeto,habilidade_tecnologia,frequencia_moovit,motivo_locomocao,tipo_transporte_moovit,tipo_informacao_importante_moovit,teve_problema_cronometragem_moovit,problema_precisao_grade_horaria_moovit,aplicacao_atende_necessidades,recomendou_moovit,nielsen_1_visibilidade_status,O aplicativo Moovit exibe informações claras sobre a disponibilidade e o tempo de espera dos meios de transporte público?,nielsen_7_eficiencia_eficacia,nielsen_2_correspondencia_mundo_real,nielsen_3_controle_liberdade,nielsen_7_eficiencia_flexibilidade,nielsen_4_consistencia_padronizacao,nielsen_6_reconhecimento,nielsen_5_prevencao,nielsen_6_reconhecimento,O Moovit fornece opções para personalizar as configurações e as rotas com base nas preferências do usuário?,Você consegue encontrar rotas que você utiliza com mais frequência com maior facilidade?,Como você classificaria o visual do Moovit?,"Quão rápido você consegue reconhecer, entender e resolver um problema no aplicativo?",Quão rápido você consegue encontrar uma ajuda ou documentação do aplicativo?,Você já perdeu o horário ou se atrasou por não entender as informações do aplicativo?,
14/06/2023 19:21:21,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Engenharias,Gama,Gama - Plano Piloto,4,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Talvez,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Talvez,Não,Sim,5,3,4,4,Não,
14/06/2023 19:21:50,Concordo.,Entre 23 e 26 anos,Masculino,Superior Incompleto,Engenharias,Taguatinga,Taguatinga→Gama; Taguatinga→plano piloto; Taguatinga→águas claras; Taguatinga→Ceilândia; plano piloto→Taguatinga; Gama →Taguatinga,5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Talvez,Não,Talvez,2,4,3,4,Não,
14/06/2023 19:22:56,Concordo.,Entre 15 e 18 anos,Masculino,Superior Incompleto,Engenharias,Candangolândia,"Candangolandia-taguatinga Candangolandia-asa sul",5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,4,4,4,3,Não,Nem sempre o horário de passar o ônibus que está no app condiz com a realidade e preciso espsrar mais 30min pelo ônibus da linha
14/06/2023 19:23:01,Concordo.,Entre 19 e 22 anos,Masculino,Médio Incompleto/Completo,,Guará,Guará -> Taguatinga centro -> Gama,5,Diariamente,Estudo,Ônibus,Horário que o ônibus passa e quanto tempo falta pra passar,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Talvez,4,5,4,4,Não,
14/06/2023 19:24:17,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Engenharias,Taguatinga,Taguatinga<->Gama,4,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Não,Sim,Talvez,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,5,3,3,5,Sim,
14/06/2023 19:26:14,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências Exatas e da Terra,Recanto das Emas,"Recanto > Gama, Gama > Recanto, Recanto > Taguatinga, Gama > Plano",1,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Talvez,Sim,Sim,Não,Sim,Sim,Talvez,Não,Talvez,5,5,5,4,Não,
14/06/2023 19:27:46,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Taguatinga,Taguatinga <-> Gama,4,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Talvez,Sim,Sim,Talvez,Sim,Não,Sim,Sim,Talvez,Não,Sim,4,4,3,3,Sim,
14/06/2023 19:27:47,Concordo.,Entre 19 e 22 anos,Masculino,Médio Incompleto/Completo,,Taguatinga,"Taguatinga(m norte) -> gama, gama -> águas claras ",1,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Sim,Sim,Talvez,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,4,3,3,2,Não,
14/06/2023 19:32:22,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Varjão,"varjao -> rodoviaria PP -> gama gama -> rodoviaria PP -> varjao",5,Poucas vezes,Estudo,Ônibus,Rotas mais rápidas,Sim,Sim,Talvez,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Talvez,5,4,4,2,Não,
14/06/2023 19:32:36,Concordo.,Entre 23 e 26 anos,Feminino,Superior Completo,Ciências Humanas,Riacho Fundo II,Plano Piloto ,5,Diariamente,Trabalho,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Talvez,Sim,Talvez,Sim,Sim,Talvez,Não,Sim,Não,Sim,5,1,1,1,Sim,
14/06/2023 19:34:15,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Ciências Exatas e da Terra,Taguatinga,Taguatinga<-> Gama,5,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Sim,Talvez,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,5,2,3,1,Não,
14/06/2023 19:36:32,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Plano Piloto,Sudoeste para o Gama,2,Diariamente,Estudo,Ônibus,Rotas mais rápidas,Sim,Sim,Sim,Sim,Não,Sim,Talvez,Talvez,Não,Não,Sim,Sim,Não,Não,Sim,4,3,5,3,Sim,
14/06/2023 19:40:41,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Samambaia,"Samambaia<->Gama, Samambaia<->SCIA",5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Não,Talvez,Sim,Talvez,Sim,Sim,Talvez,Sim,Não,Talvez,Não,3,4,2,3,Sim,
14/06/2023 19:41:15,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Guará,"Guará <-> Parkshopping <-> Gama Guará -> Parkshopping ->Gama -> Asa Sul -> Guará",1,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Sim,Talvez,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,5,3,4,3,Não,
14/06/2023 19:41:51,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências Sociais Aplicadas,Plano Piloto,Asa sul <-> Esplanada / Asa Sul <-> UnB,5,Diariamente,Trabalho,Ônibus,Horários de transporte,Não,Não,Sim,Sim,Não,Talvez,Talvez,Sim,Não,Não,Talvez,Sim,Não,Não,Não,5,5,4,3,Não,
14/06/2023 19:43:50,Concordo.,Entre 23 e 26 anos,Masculino,Médio Incompleto/Completo,,Guará,,5,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Talvez,Não,3,5,1,1,Sim,"É difícil encontrar as opções de ônibus que irão sair dos box da rodoviária. Não encontro a lista de ônibus que sai da rodoviária, tenho que encontrar um ônibus em específico e ver o seu horário."
14/06/2023 19:50:11,Concordo.,Entre 23 e 26 anos,Feminino,Superior Incompleto,Ciências Humanas,Samambaia,"Samambaia <-> plano piloto, Samambaia <-> Paranoá, Paranoá <-> plano piloto, Samambaia sul <-> norte, Samambaia <-> Taguatinga ",4,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Não,Talvez,Sim,Sim,Sim,Não,Talvez,Não,Não,Talvez,Sim,4,3,3,1,Sim,
14/06/2023 20:01:36,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências da Saúde,Riacho Fundo II,"Riacho 1 , riacho 2, ceilandia, Taguatinga ",4,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Talvez,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,4,4,3,3,Não,
14/06/2023 20:09:59,Concordo.,Entre 19 e 22 anos,Feminino,Médio Incompleto/Completo,,Águas Claras,"Águas claras> Darcy RibeiroDarcy Ribeiro< águas claras ",1,Poucas vezes,Estudo,Metrô,Horários de transporte,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Talvez,Não,Talvez,Sim,Não,Sim,Não,3,2,3,2,Sim,
14/06/2023 20:13:56,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Samambaia,"Samambaia <-> GamaSamambaia <-> Plano PilotoSamambaia <-> Águas ClarasSamambaia <-> Taguatinga",5,Diariamente,Estudo,Ônibus,Tempo de espera,Não,Sim,Sim,Sim,Talvez,Talvez,Não,Talvez,Sim,Não,Talvez,Talvez,Não,Talvez,Não,2,3,3,1,Não,
14/06/2023 20:16:33,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Engenharias,Cruzeiro,Cruzeiro <-> Gama,4,Diariamente,Estudo,Ônibus,Horários de transporte,Não,Sim,Sim,Sim,Talvez,Talvez,Não,Sim,Talvez,Sim,Sim,Sim,Talvez,Não,Talvez,5,5,4,5,Não,
14/06/2023 20:18:40,Concordo.,Entre 27 e 30 anos,Feminino,Superior Incompleto,Ciências da Saúde,Cruzeiro,Cruzeiro <-> UnB; Cruzeiro <-> W3 Sul,4,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Não,Sim,Talvez,Não,Sim,Não,Sim,Sim,Talvez,Talvez,Talvez,Sim,5,5,3,2,Não,
14/06/2023 20:25:30,Concordo.,Entre 15 e 18 anos,Masculino,Superior Incompleto,Ciências Exatas e da Terra,Gama,Gama <-> Gama,2,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Talvez,Sim,Sim,Não,Sim,Talvez,Sim,Sim,Não,Sim,Sim,Não,Não,2,2,3,1,Sim,
14/06/2023 21:05:12,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Guará,"Guará -> Plano Piloto -> Gama, Gama -> Plano Piloto -> Guará ",4,Diariamente,Estudo,Ônibus,Horários de transporte,Não,Sim,Sim,Sim,Talvez,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,4,4,3,3,Não,
14/06/2023 21:06:08,Concordo.,Entre 15 e 18 anos,Feminino,Médio Incompleto/Completo,,Paranoá,plano piloto<-> Paranoá ,3,Quase nunca,Trabalho,Ônibus,Horários de transporte,Não,Sim,Talvez,Não,Não,Sim,Talvez,Sim,Não,Sim,Talvez,Talvez,Talvez,Sim,Sim,2,3,3,2,Não,
14/06/2023 21:15:51,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências Humanas,São Sebastião,Asa norte <-> São sebastião <-> Águas claras,5,Diariamente,todas as opções acima,Ônibus,Horários de transporte,Sim,Sim,Talvez,Sim,Sim,Talvez,Não,Sim,Não,Não,Sim,Sim,Não,Não,Talvez,5,4,4,3,Sim,"no formulário, seria interessante a opção de motivo da locomoção ser múltipla escolha "
14/06/2023 22:14:57,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Sobradinho,Sobradinho <-> Plano Piloto <-> Gama,5,Diariamente,Estudo,Ônibus,Precisão no horario,Sim,Sim,Sim,Não,Não,Talvez,Não,Sim,Talvez,Não,Talvez,Sim,Não,Não,Não,2,4,3,2,Sim,"Apesar de hoje o moovit ser um excelente aplicativo para encontrar rotas de transporte publico, ele tem alguns problemas que poderia ser facilmente resolvidos, como a falta de um botão ou função para atualizar. Fora isso, varios problemas que eu vejo no Moovit estão muito mais atrelados as empresas de onibus em si do que qualquer outra coisa, por exemplo, nem sempre aparece a localização em tempo real do ônibus, isso me prejudica muito ao pergar o transporte coletivo"
15/06/2023 00:28:03,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências da Saúde,Paranoá,ir para o plano e de lá ir para outro local,5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Sim,Sim,Talvez,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,5,5,4,3,Sim,
15/06/2023 02:18:06,Concordo.,Entre 15 e 18 anos,Masculino,Médio Incompleto/Completo,,Taguatinga,Taguatinga norte -> Taguatinga Sul,5,Diariamente,treino,Ônibus,Tempo de espera,Sim,Sim,Talvez,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Talvez,Não,Talvez,5,4,5,4,Não,
15/06/2023 05:29:04,Concordo.,Entre 15 e 18 anos,Feminino,Superior Incompleto,Engenharias,Jardim Botânico,Jardim Botânico<-> Plano Piloto<-> Gama,4,Semanalmente,Estudo,Ônibus,Rotas mais rápidas,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Talvez,Talvez,Não,Sim,5,4,4,4,Não,"A maioria dos erros que tive com o aplicativo não foram realmente em relação à sua interface ou ao seu desenvolvimento. Todas as vezes, o problema estava nos ônibus, seja em uma greve ou em atrasos devido algum fator externo."
15/06/2023 05:47:29,Concordo.,Entre 19 e 22 anos,Prefiro não dizer,Superior Incompleto,Ciências Sociais Aplicadas,Ceilândia,Ceilândia -> Plano Piloto > Ceilândia,4,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Não,Sim,Talvez,Sim,Sim,Não,Sim,Sim,Sim,Talvez,Não,Sim,4,3,4,2,Não,
15/06/2023 08:25:43,Não concordo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2023 08:31:18,Concordo.,Mais de 30 anos,Masculino,Superior Completo,Ciências Sociais Aplicadas,Jardim Botânico,Jardim botânico -> plano piloto -> Jardim Botânico ,5,Semanalmente,Trabalho,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Talvez,Sim,Não,Sim,Sim,Talvez,Talvez,Não,Talvez,4,4,4,4,Não,
15/06/2023 10:57:39,Concordo.,Entre 23 e 26 anos,Masculino,Superior Incompleto,Engenharias,Ceilândia,"Ceilandia < - > Gama, Ceilândia < - >Plano piloto, Ceilândia <-> Taguatinga ",5,Diariamente,Trabalho e estudo ,Ônibus,Tempo de espera,Não,Não,Sim,Sim,Talvez,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,2,4,4,2,Não,
15/06/2023 11:05:25,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Samambaia,Samambaia <-> Gama,5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Sim,Sim,Talvez,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,5,4,4,4,Sim,
15/06/2023 11:49:12,Concordo.,Entre 23 e 26 anos,Masculino,Superior Incompleto,Engenharias,Recanto das Emas,"Recanto - gama Gama - recanto ",4,Diariamente,Estudo,Ônibus,Tempo de espera,Não,Sim,Talvez,Sim,Sim,Talvez,Talvez,Sim,Não,Não,Talvez,Sim,Não,Não,Talvez,3,4,5,4,Não,
15/06/2023 14:30:06,Concordo.,Entre 15 e 18 anos,Masculino,Médio Incompleto/Completo,,Santa Maria,"Santa Maria -> GamaSanta Maria -> Plano Piloto",5,Poucas vezes,Todas as opções,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Talvez,Sim,Não,Sim,4,4,5,4,Não,
16/06/2023 08:52:49,Concordo.,Mais de 30 anos,Masculino,Médio Incompleto/Completo,,Taguatinga,"Taguatinga, plano piloto, unb, unb, plano piloto, taguatinga",2,Poucas vezes,Trabalho,Ônibus,Horários de transporte,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Talvez,1,2,1,1,Sim,
16/06/2023 09:53:55,Concordo.,Entre 15 e 18 anos,Masculino,Superior Incompleto,Engenharias,Guará,Guará -> Asa sul -> Gama,5,Diariamente,Estudo,Ônibus,Rotas mais rápidas,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,5,4,4,3,Não,
16/06/2023 10:16:49,Concordo.,Entre 23 e 26 anos,Não binário,Superior Incompleto,Engenharias,Gama,Gama <-> Gama,5,Semanalmente,"Trabalho, estudo, lazer",Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Talvez,5,4,5,3,Não,"Uma sugestão para obter respostas mais consistentes seria alterar algumas perguntas ou adicionar mais opções a ela quando se trata de escolhas abrangentes. Um exemplo: a questão ‘ Você se locomove em razão de:’ te dá 3 opções e não permite marcar todas elas, tendo que recorrer a opção subjetiva, o que pode dificultar a análise ou obter dados que não correspondem à realidade de quem responde. Adicionar uma opção ‘Todas as alternativas’, permitir marcar mais de uma ou alterar a pergunta especificando que quer a mais razão mais frequente resolveria essa questão."
16/06/2023 12:04:24,Concordo.,Entre 15 e 18 anos,Masculino,Superior Incompleto,Engenharias,Riacho Fundo,Riacho <-> Candanga <-> Gama,5,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Sim,Talvez,Sim,Sim,Talvez,Não,Sim,Sim,Não,Talvez,Talvez,4,3,3,4,Não,
16/06/2023 12:05:42,Concordo.,Entre 23 e 26 anos,Masculino,Superior Incompleto,Engenharias,Águas Claras,Águas Claras <-> Plano Piloto ou Gama,5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Não,Sim,Sim,Talvez,Sim,Não,Sim,Sim,Sim,Talvez,Talvez,Sim,4,5,3,3,Não,
16/06/2023 12:06:25,Concordo.,Entre 15 e 18 anos,Feminino,Superior Incompleto,Ciências Sociais Aplicadas,Plano Piloto,Asa sul <-> Asa norte,5,Diariamente,Estudo,Ônibus,Horários de transporte,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,5,4,5,4,Não,
16/06/2023 12:06:37,Concordo.,Entre 15 e 18 anos,Masculino,Superior Incompleto,Engenharias,Ceilândia,Ceilandia  -> Gama; Gama-> Plano -> Ceilandia ,5,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Talvez,Não,Sim,Sim,Não,Não,Talvez,4,4,3,5,Sim,
16/06/2023 12:06:39,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências Humanas,Sobradinho,Sobradinho->Plano Piloto,5,Diariamente,Trabalho,Ônibus,Horários de transporte,Não,Sim,Talvez,Sim,Sim,Talvez,Não,Sim,Não,Não,Sim,Sim,Não,Não,Talvez,5,4,4,4,Sim,"O moovit erra os horários, já perdi alguns ônibus por causa disso."
16/06/2023 12:07:41,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Santa Maria,Santa Maria -> Gama. Santa Maria -> Plano ,5,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,3,3,4,3,Não,
16/06/2023 12:07:53,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Samambaia,samambaia -> recanto -> gama,5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Talvez,Não,Talvez,5,4,5,2,Não,"O moovit me ajuda muito na acessibilidade, tenho baixa visão e ter acesso aos horarios dos onibus em tempo real, facilita muito minha locomoção diaria.  "
16/06/2023 12:08:36,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências Sociais Aplicadas,Samambaia,"Samambaia -> Plano -> Ceilandia -> SamambaiaE Ceilandia -> Samambaia ",4,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Talvez,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Talvez,2,5,2,5,Não,
16/06/2023 12:09:42,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências Sociais Aplicadas,São Sebastião,Plano piloto <-> São Sebastião; São Sebastião <-> Samambaia,4,Diariamente,Trabalho,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Talvez,Sim,Sim,Sim,Sim,Sim,Não,Talvez,Sim,4,4,3,2,Sim,"O app funciona bem com ônibus, mas é horrível quando e trata de metrô, os horários nunca estão certos, não há tempo real e é uma bagunça."
16/06/2023 12:13:06,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Gama,Gama->Plano. Gama >Samambaia.,5,Diariamente,Trabalho,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Talvez,Sim,Não,Talvez,Sim,4,5,3,3,Não,"Poderia ser mais inteligente, ter opção de saber se o ônibus costuma vir cheio ou vazio."
16/06/2023 12:13:27,Concordo.,Entre 23 e 26 anos,Masculino,Superior Incompleto,Engenharias,Taguatinga,Taguatinga >> Gama >> plano piloto >> Taguatinga ,4,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Talvez,Sim,Sim,Talvez,Sim,Sim,Talvez,Não,Sim,Sim,Não,Não,Talvez,3,3,3,1,Não,
16/06/2023 12:13:27,Concordo.,Entre 23 e 26 anos,Feminino,Superior Incompleto,Engenharias,Gama,"Gama -> fga, Gama-> plano piloto, Gama -> Taguatinga ",5,Diariamente,Estudo,,Horários de transporte,Sim,Sim,Talvez,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,5,4,3,3,Sim,
16/06/2023 12:13:34,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Engenharias,Gama,,4,Semanalmente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Não,Sim,Talvez,Sim,Não,Sim,Sim,Sim,Talvez,Não,Talvez,4,3,3,3,Sim,
16/06/2023 12:15:18,Concordo.,Entre 15 e 18 anos,Feminino,Superior Incompleto,Ciências Sociais Aplicadas,Santa Maria,Brt Santa> Rodoviária> Unb,4,Diariamente,Estudo,Ônibus,Todos,Sim,Sim,Talvez,Sim,Não,Talvez,Talvez,Talvez,Não,Não,Sim,Não,Não,Não,Não,3,3,3,1,Sim,"Moovit é bom, só erra as vezes "
16/06/2023 12:17:52,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Cruzeiro,"Cruzeiro -> Asa sul, Asa sul -> Gama, Gama -> Cruzeiro",5,Diariamente,Trabalho,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Sim,Sim,Talvez,Sim,Não,Não,Sim,Talvez,Não,Não,Sim,5,4,4,2,Não,
16/06/2023 12:21:12,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Não resido no Distrito Federal,Novo Gama <-> Gama,5,Poucas vezes,Estudo,Ônibus,Rotas mais rápidas,Sim,Sim,Sim,Sim,Talvez,Sim,Não,Sim,Não,Não,Talvez,Sim,Não,Não,Talvez,5,3,2,1,Não,
16/06/2023 12:22:38,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Não resido no Distrito Federal,Águas lindas ->Ceilândia<-Gama->plano piloto-> Águas lindas,5,Diariamente,Estudo,Ônibus,Tempo de espera,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,5,4,5,5,Não,
16/06/2023 12:29:27,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Recanto das Emas,"Recanto <-> Gama, Recanto <-> Taguatinga ",4,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Talvez,Sim,Talvez,Sim,Não,Sim,Não,Sim,Sim,Talvez,Talvez,4,2,4,2,Sim,"Melhoria na desing na hora de encontrar a faixa de opções para o horário dos ônibus, seria mais prático uma alanl certa somente com os horários dos ônibus para tal cidade/região que o usuário está indo."
16/06/2023 12:45:46,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Ciências Exatas e da Terra,São Sebastião,"Plano piloto, são Sebastião ",5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Talvez,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,5,3,1,3,Sim,
16/06/2023 12:58:12,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Ciências Agrárias,Guará,Guará - plano ,4,Semanalmente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Não,Talvez,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,3,3,3,3,Não,
16/06/2023 12:59:10,Concordo.,Entre 23 e 26 anos,Feminino,Superior Incompleto,Engenharias,Cruzeiro,SIA -> Gama; Gama -> SIA; Sudoeste -> Asa Norte; Sudoeste -> Asa Norte,5,Diariamente,Estudo,Ônibus,Horários de transporte,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,5,5,3,3,Sim,
16/06/2023 13:24:17,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Samambaia,Samambaia <-> gama; guara<-> samambaia ,4,Semanalmente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Talvez,Sim,Talvez,Sim,Não,Não,Sim,Talvez,Não,Talvez,Sim,5,4,3,2,Sim,
16/06/2023 13:25:16,Concordo.,Entre 23 e 26 anos,Feminino,Superior Incompleto,Ciências Sociais Aplicadas,Riacho Fundo II,Riacho Fundo 2 > L2 Sul Norte > Plano Piloto > Riacho Fundo 2,4,Semanalmente,Estudo,Ônibus,Horários de transporte,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Talvez,Sim,Talvez,Talvez,Talvez,Não,Sim,5,4,4,4,Sim,
16/06/2023 13:36:17,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Ciências Sociais Aplicadas,Samambaia,Samambaia -> Plano Piloto,5,Semanalmente,Estudo,Ônibus,Tempo de espera,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Talvez,Não,Sim,Sim,Talvez,Não,Sim,4,3,4,4,Sim,
16/06/2023 13:46:23,Concordo.,Entre 23 e 26 anos,Feminino,Superior Completo,"Linguística, Letras e Artes",Guará,"Guará <-> Asa Norte, Guará <-> Asa Sul Guará <-> SIG",5,Semanalmente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Talvez,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Talvez,Talvez,Talvez,4,2,2,1,Sim,
16/06/2023 13:53:33,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Engenharias,Gama,gama -> plano,5,Diariamente,Estudo,Ônibus,Horários de transporte,Não,Sim,Talvez,Sim,Talvez,Não,Sim,Sim,Não,Não,Sim,Talvez,Não,Não,Sim,5,4,4,3,Não,gostaria que melhorasse a precisão dos horários já fiquei uma hora esperando um ônibus que não passou 
16/06/2023 13:54:58,Concordo.,Entre 19 e 22 anos,Feminino,Superior Incompleto,Engenharias,Taguatinga,"Taguatinga -> gama, Taguatinga-> arniqueiras, gama -> plano piloto ",5,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Sim,Talvez,Não,Sim,Talvez,Não,Sim,Talvez,Talvez,Não,Talvez,4,3,3,3,Sim,
16/06/2023 14:01:56,Concordo.,Entre 19 e 22 anos,Masculino,Superior Incompleto,Engenharias,Samambaia,,5,Diariamente,Estudo,Ônibus,Tempo de espera,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Talvez,4,4,5,3,Sim,
